Intervall;StromKW;;
2014-02-01;0,0;;
2014-02-02;0,0;;
2014-02-03;0,0;;
2014-02-04;0,0;;
2014-02-05;0,0;;
2014-02-06;0,0;;
2014-02-07;0,0;;
2014-02-08;0,0;;
2014-02-09;0,0;;
2014-02-10;0,0;;
2014-02-11;0,0;;
2014-02-12;0,0;;
2014-02-13;0,0;;
2014-02-14;0,0;;
2014-02-15;0,0;;
2014-02-16;0,0;;
2014-02-17;0,0;;
2014-02-18;0,0;;
2014-02-19;0,0;;
2014-02-20;0,0;;
2014-02-21;0,0;;
2014-02-22;0,0;;
2014-02-23;0,0;;
2014-02-24;0,0;;
2014-02-25;0,0;;
2014-02-26;0,0;;
2014-02-27;0,0;;
2014-02-28;1 513 140,0;;
2014-03-01;0,0;;
2014-03-02;0,0;;
2014-03-03;0,0;;
2014-03-04;0,0;;
2014-03-05;0,0;;
2014-03-06;0,0;;
2014-03-07;0,0;;
2014-03-08;0,0;;
2014-03-09;0,0;;
2014-03-10;0,0;;
2014-03-11;0,0;;
2014-03-12;0,0;;
2014-03-13;0,0;;
2014-03-14;0,0;;
2014-03-15;0,0;;
2014-03-16;0,0;;
2014-03-17;0,0;;
2014-03-18;0,0;;
2014-03-19;0,0;;
2014-03-20;0,0;;
2014-03-21;0,0;;
2014-03-22;0,0;;
2014-03-23;0,0;;
2014-03-24;0,0;;
2014-03-25;0,0;;
2014-03-26;0,0;;
2014-03-27;0,0;;
2014-03-28;0,0;;
2014-03-29;0,0;;
2014-03-30;0,0;;
2014-03-31;1 527 480,0;;
2014-04-01;0,0;;
2014-04-02;0,0;;
2014-04-03;0,0;;
2014-04-04;0,0;;
2014-04-05;0,0;;
2014-04-06;0,0;;
2014-04-07;0,0;;
2014-04-08;0,0;;
2014-04-09;0,0;;
2014-04-10;0,0;;
2014-04-11;0,0;;
2014-04-12;0,0;;
2014-04-13;0,0;;
2014-04-14;0,0;;
2014-04-15;0,0;;
2014-04-16;0,0;;
2014-04-17;0,0;;
2014-04-18;0,0;;
2014-04-19;0,0;;
2014-04-20;0,0;;
2014-04-21;0,0;;
2014-04-22;0,0;;
2014-04-23;0,0;;
2014-04-24;0,0;;
2014-04-25;0,0;;
2014-04-26;0,0;;
2014-04-27;0,0;;
2014-04-28;0,0;;
2014-04-29;0,0;;
2014-04-30;1 501 080,0;;
2014-05-01;0,0;;
2014-05-02;0,0;;
2014-05-03;0,0;;
2014-05-04;0,0;;
2014-05-05;0,0;;
2014-05-06;0,0;;
2014-05-07;0,0;;
2014-05-08;0,0;;
2014-05-09;0,0;;
2014-05-10;0,0;;
2014-05-11;0,0;;
2014-05-12;0,0;;
2014-05-13;0,0;;
2014-05-14;0,0;;
2014-05-15;0,0;;
2014-05-16;0,0;;
2014-05-17;0,0;;
2014-05-18;0,0;;
2014-05-19;0,0;;
2014-05-20;0,0;;
2014-05-21;0,0;;
2014-05-22;0,0;;
2014-05-23;0,0;;
2014-05-24;0,0;;
2014-05-25;0,0;;
2014-05-26;0,0;;
2014-05-27;0,0;;
2014-05-28;0,0;;
2014-05-29;0,0;;
2014-05-30;0,0;;
2014-05-31;1 627 380,0;;
2014-06-01;0,0;;
2014-06-02;0,0;;
2014-06-03;0,0;;
2014-06-04;0,0;;
2014-06-05;0,0;;
2014-06-06;0,0;;
2014-06-07;0,0;;
2014-06-08;0,0;;
2014-06-09;0,0;;
2014-06-10;0,0;;
2014-06-11;0,0;;
2014-06-12;0,0;;
2014-06-13;0,0;;
2014-06-14;0,0;;
2014-06-15;0,0;;
2014-06-16;0,0;;
2014-06-17;0,0;;
2014-06-18;0,0;;
2014-06-19;0,0;;
2014-06-20;0,0;;
2014-06-21;0,0;;
2014-06-22;0,0;;
2014-06-23;0,0;;
2014-06-24;0,0;;
2014-06-25;0,0;;
2014-06-26;0,0;;
2014-06-27;0,0;;
2014-06-28;0,0;;
2014-06-29;0,0;;
2014-06-30;1 661 760,0;;
2014-07-01;0,0;;
2014-07-02;0,0;;
2014-07-03;0,0;;
2014-07-04;0,0;;
2014-07-05;0,0;;
2014-07-06;0,0;;
2014-07-07;0,0;;
2014-07-08;0,0;;
2014-07-09;0,0;;
2014-07-10;0,0;;
2014-07-11;0,0;;
2014-07-12;0,0;;
2014-07-13;0,0;;
2014-07-14;0,0;;
2014-07-15;0,0;;
2014-07-16;0,0;;
2014-07-17;0,0;;
2014-07-18;0,0;;
2014-07-19;0,0;;
2014-07-20;0,0;;
2014-07-21;0,0;;
2014-07-22;0,0;;
2014-07-23;0,0;;
2014-07-24;0,0;;
2014-07-25;0,0;;
2014-07-26;0,0;;
2014-07-27;0,0;;
2014-07-28;0,0;;
2014-07-29;0,0;;
2014-07-30;0,0;;
2014-07-31;1 768 680,0;;
2014-08-01;0,0;;
2014-08-02;0,0;;
2014-08-03;0,0;;
2014-08-04;0,0;;
2014-08-05;0,0;;
2014-08-06;0,0;;
2014-08-07;0,0;;
2014-08-08;0,0;;
2014-08-09;0,0;;
2014-08-10;0,0;;
2014-08-11;0,0;;
2014-08-12;0,0;;
2014-08-13;0,0;;
2014-08-14;0,0;;
2014-08-15;0,0;;
2014-08-16;0,0;;
2014-08-17;0,0;;
2014-08-18;0,0;;
2014-08-19;0,0;;
2014-08-20;0,0;;
2014-08-21;0,0;;
2014-08-22;0,0;;
2014-08-23;0,0;;
2014-08-24;0,0;;
2014-08-25;0,0;;
2014-08-26;0,0;;
2014-08-27;0,0;;
2014-08-28;0,0;;
2014-08-29;0,0;;
2014-08-30;0,0;;
2014-08-31;1 671 063,0;;
2014-09-01;0,0;;
2014-09-02;0,0;;
2014-09-03;0,0;;
2014-09-04;0,0;;
2014-09-05;0,0;;
2014-09-06;0,0;;
2014-09-07;0,0;;
2014-09-08;0,0;;
2014-09-09;0,0;;
2014-09-10;0,0;;
2014-09-11;0,0;;
2014-09-12;0,0;;
2014-09-13;0,0;;
2014-09-14;0,0;;
2014-09-15;0,0;;
2014-09-16;0,0;;
2014-09-17;0,0;;
2014-09-18;0,0;;
2014-09-19;0,0;;
2014-09-20;0,0;;
2014-09-21;0,0;;
2014-09-22;0,0;;
2014-09-23;0,0;;
2014-09-24;0,0;;
2014-09-25;0,0;;
2014-09-26;0,0;;
2014-09-27;0,0;;
2014-09-28;0,0;;
2014-09-29;0,0;;
2014-09-30;1 544 972,0;;
2014-10-01;0,0;;
2014-10-02;0,0;;
2014-10-03;0,0;;
2014-10-04;0,0;;
2014-10-05;0,0;;
2014-10-06;0,0;;
2014-10-07;0,0;;
2014-10-08;0,0;;
2014-10-09;0,0;;
2014-10-10;0,0;;
2014-10-11;0,0;;
2014-10-12;0,0;;
2014-10-13;0,0;;
2014-10-14;0,0;;
2014-10-15;0,0;;
2014-10-16;0,0;;
2014-10-17;0,0;;
2014-10-18;0,0;;
2014-10-19;0,0;;
2014-10-20;0,0;;
2014-10-21;0,0;;
2014-10-22;0,0;;
2014-10-23;0,0;;
2014-10-24;0,0;;
2014-10-25;0,0;;
2014-10-26;0,0;;
2014-10-27;0,0;;
2014-10-28;0,0;;
2014-10-29;0,0;;
2014-10-30;0,0;;
2014-10-31;1 644 480,0;;
2014-11-01;0,0;;
2014-11-02;0,0;;
2014-11-03;0,0;;
2014-11-04;0,0;;
2014-11-05;0,0;;
2014-11-06;0,0;;
2014-11-07;0,0;;
2014-11-08;0,0;;
2014-11-09;0,0;;
2014-11-10;0,0;;
2014-11-11;0,0;;
2014-11-12;0,0;;
2014-11-13;0,0;;
2014-11-14;0,0;;
2014-11-15;0,0;;
2014-11-16;0,0;;
2014-11-17;0,0;;
2014-11-18;0,0;;
2014-11-19;0,0;;
2014-11-20;0,0;;
2014-11-21;0,0;;
2014-11-22;0,0;;
2014-11-23;0,0;;
2014-11-24;0,0;;
2014-11-25;0,0;;
2014-11-26;0,0;;
2014-11-27;0,0;;
2014-11-28;0,0;;
2014-11-29;0,0;;
2014-11-30;1 541 711,0;;
2014-12-01;0,0;;
2014-12-02;0,0;;
2014-12-03;0,0;;
2014-12-04;0,0;;
2014-12-05;0,0;;
2014-12-06;0,0;;
2014-12-07;0,0;;
2014-12-08;0,0;;
2014-12-09;0,0;;
2014-12-10;0,0;;
2014-12-11;0,0;;
2014-12-12;0,0;;
2014-12-13;0,0;;
2014-12-14;0,0;;
2014-12-15;0,0;;
2014-12-16;0,0;;
2014-12-17;0,0;;
2014-12-18;0,0;;
2014-12-19;0,0;;
2014-12-20;0,0;;
2014-12-21;0,0;;
2014-12-22;0,0;;
2014-12-23;0,0;;
2014-12-24;0,0;;
2014-12-25;0,0;;
2014-12-26;0,0;;
2014-12-27;0,0;;
2014-12-28;0,0;;
2014-12-29;0,0;;
2014-12-30;0,0;;
2014-12-31;1 668 766,0;;
2015-01-01;100 000,0;;
2015-01-02;100 000,0;;
2015-01-03;100 000,0;;
2015-01-04;100 000,0;;
2015-01-05;100 000,0;;
2015-01-06;100 000,0;;
2015-01-07;100 000,0;;
2015-01-08;100 000,0;;
2015-01-09;100 000,0;;
2015-01-10;100 000,0;;
2015-01-11;100 000,0;;
2015-01-12;100 000,0;;
2015-01-13;100 000,0;;
2015-01-14;100 000,0;;
2015-01-15;118 000,0;;
2015-01-16;0,0;;
2015-01-17;0,0;;
2015-01-18;0,0;;
2015-01-19;0,0;;
2015-01-20;0,0;;
2015-01-21;0,0;;
2015-01-22;0,0;;
2015-01-23;0,0;;
2015-01-24;0,0;;
2015-01-25;0,0;;
2015-01-26;0,0;;
2015-01-27;0,0;;
2015-01-28;0,0;;
2015-01-29;0,0;;
2015-01-30;0,0;;
2015-01-31;190 000,0;;
2015-02-01;61 395,0;;
2015-02-02;61 395,0;;
2015-02-03;61 395,0;;
2015-02-04;20 605,3;;
2015-02-05;60 696,2;;
2015-02-06;58 295,8;;
2015-02-07;49 342,6;;
2015-02-08;36 750,1;;
2015-02-09;61 395,6;;
2015-02-10;56 496,0;;
2015-02-11;56 996,0;;
2015-02-12;56 096,0;;
2015-02-13;56 048,7;;
2015-02-14;46 596,8;;
2015-02-15;35 442,4;;
2015-02-16;55 396,4;;
2015-02-17;57 896,0;;
2015-02-18;59 695,4;;
2015-02-19;58 096,2;;
2015-02-20;55 396,4;;
2015-02-21;43 895,7;;
2015-02-22;35 195,8;;
2015-02-23;54 295,8;;
2015-02-24;53 496,2;;
2015-02-25;51 060,6;;
2015-02-26;52 596,7;;
2015-02-27;49 930,3;;
2015-02-28;41 692,4;;
2015-03-01;33 190,9;;
2015-03-02;50 897,0;;
2015-03-03;52 296,7;;
2015-03-04;53 399,4;;
2015-03-05;54 296,4;;
2015-03-06;52 896,0;;
2015-03-07;41 396,0;;
2015-03-08;32 395,6;;
2015-03-09;51 896,4;;
2015-03-10;51 599,5;;
2015-03-11;54 492,1;;
2015-03-12;54 896,0;;
2015-03-13;53 819,6;;
2015-03-14;44 297,0;;
2015-03-15;32 797,0;;
2015-03-16;49 996,7;;
2015-03-17;49 997,3;;
2015-03-18;49 597,0;;
2015-03-19;51 460,8;;
2015-03-20;50 786,5;;
2015-03-21;38 997,0;;
2015-03-22;30 197,3;;
2015-03-23;51 796,7;;
2015-03-24;48 802,4;;
2015-03-25;51 091,5;;
2015-03-26;50 101,3;;
2015-03-27;48 792,7;;
2015-03-28;37 197,0;;
2015-03-29;27 897,0;;
2015-03-30;48 797,3;;
2015-03-31;48 297,0;;
2015-04-01;51 674,7;;
2015-04-02;47 047,8;;
2015-04-03;45 768,1;;
2015-04-04;34 902,1;;
2015-04-05;29 485,8;;
2015-04-06;43 496,4;;
2015-04-07;47 204,0;;
2015-04-08;47 296,7;;
2015-04-09;45 396,3;;
2015-04-10;45 597,0;;
2015-04-11;38 685,5;;
2015-04-12;28 222,2;;
2015-04-13;49 083,6;;
2015-04-14;49 297,0;;
2015-04-15;53 080,8;;
2015-04-16;56 613,3;;
2015-04-17;50 878,7;;
2015-04-18;39 534,7;;
2015-04-19;28 998,0;;
2015-04-20;47 076,9;;
2015-04-21;50 474,9;;
2015-04-22;52 918,8;;
2015-04-23;51 397,3;;
2015-04-24;51 097,0;;
2015-04-25;42 871,3;;
2015-04-26;32 922,7;;
2015-04-27;54 768,9;;
2015-04-28;52 525,1;;
2015-04-29;50 897,1;;
2015-04-30;50 497,2;;
2015-05-01;41 197,0;;
2015-05-02;37 164,0;;
2015-05-03;32 130,0;;
2015-05-04;54 062,0;;
2015-05-05;56 895,8;;
2015-05-06;53 896,2;;
2015-05-07;53 096,0;;
2015-05-08;53 996,4;;
2015-05-09;43 135,6;;
2015-05-10;33 096,7;;
2015-05-11;52 497,5;;
2015-05-12;54 497,2;;
2015-05-13;56 352,9;;
2015-05-14;42 941,1;;
2015-05-15;47 597,0;;
2015-05-16;18 337,7;;
2015-05-17;0,0;;
2015-05-18;0,0;;
2015-05-19;0,0;;
2015-05-20;0,0;;
2015-05-21;0,0;;
2015-05-22;0,0;;
2015-05-23;0,0;;
2015-05-24;0,0;;
2015-05-25;0,0;;
2015-05-26;0,0;;
2015-05-27;159 636,2;;
2015-05-28;262 286,0;;
2015-05-29;199 938,3;;
2015-05-30;42 396,3;;
2015-05-31;31 558,3;;
2015-06-01;14 985,0;;
2015-06-02;0,0;;
2015-06-03;0,0;;
2015-06-04;0,0;;
2015-06-05;0,0;;
2015-06-06;0,0;;
2015-06-07;0,0;;
2015-06-08;0,0;;
2015-06-09;0,0;;
2015-06-10;0,0;;
2015-06-11;0,0;;
2015-06-12;0,0;;
2015-06-13;0,0;;
2015-06-14;0,0;;
2015-06-15;786 795,1;;
2015-06-16;54 573,2;;
2015-06-17;52 297,0;;
2015-06-18;55 297,3;;
2015-06-19;51 797,0;;
2015-06-20;42 597,0;;
2015-06-21;35 914,9;;
2015-06-22;56 996,0;;
2015-06-23;52 996,4;;
2015-06-24;53 496,0;;
2015-06-25;55 082,3;;
2015-06-26;55 709,7;;
2015-06-27;45 596,0;;
2015-06-28;37 385,4;;
2015-06-29;55 206,7;;
2015-06-30;58 096,0;;
2015-07-01;59 696,0;;
2015-07-02;60 596,0;;
2015-07-03;59 296,4;;
2015-07-04;49 496,0;;
2015-07-05;37 096,0;;
2015-07-06;61 799,1;;
2015-07-07;62 093,3;;
2015-07-08;58 196,4;;
2015-07-09;51 695,3;;
2015-07-10;49 796,7;;
2015-07-11;41 196,4;;
2015-07-12;34 596,0;;
2015-07-13;52 395,6;;
2015-07-14;52 996,4;;
2015-07-15;55 996,4;;
2015-07-16;58 196,0;;
2015-07-17;59 896,9;;
2015-07-18;47 595,6;;
2015-07-19;39 096,4;;
2015-07-20;59 996,0;;
2015-07-21;62 384,8;;
2015-07-22;62 207,7;;
2015-07-23;59 159,1;;
2015-07-24;57 922,7;;
2015-07-25;46 843,6;;
2015-07-26;34 321,8;;
2015-07-27;52 396,4;;
2015-07-28;52 096,0;;
2015-07-29;49 196,4;;
2015-07-30;50 195,1;;
2015-07-31;50 296,4;;
2015-08-01;41 596,4;;
2015-08-02;33 178,2;;
2015-08-03;58 313,9;;
2015-08-04;62 711,9;;
2015-08-05;63 195,0;;
2015-08-06;62 781,6;;
2015-08-07;63 396,4;;
2015-08-08;51 696,0;;
2015-08-09;40 796,0;;
2015-08-10;61 096,0;;
2015-08-11;60 805,7;;
2015-08-12;61 495,6;;
2015-08-13;62 795,0;;
2015-08-14;62 095,0;;
2015-08-15;48 390,2;;
2015-08-16;39 196,0;;
2015-08-17;53 292,9;;
2015-08-18;50 097,0;;
2015-08-19;50 097,3;;
2015-08-20;50 396,7;;
2015-08-21;50 797,3;;
2015-08-22;41 496,1;;
2015-08-23;34 097,9;;
2015-08-24;55 193,7;;
2015-08-25;52 196,0;;
2015-08-26;50 696,4;;
2015-08-27;54 095,6;;
2015-08-28;54 661,8;;
2015-08-29;48 655,2;;
2015-08-30;40 537,7;;
2015-08-31;63 252,3;;
2015-09-01;62 939,2;;
2015-09-02;56 096,4;;
2015-09-03;54 596,0;;
2015-09-04;53 896,0;;
2015-09-05;41 696,4;;
2015-09-06;34 445,6;;
2015-09-07;50 746,9;;
2015-09-08;52 895,3;;
2015-09-09;51 395,8;;
2015-09-10;53 696,4;;
2015-09-11;51 996,0;;
2015-09-12;43 196,3;;
2015-09-13;35 696,2;;
2015-09-14;55 396,0;;
2015-09-15;55 995,6;;
2015-09-16;59 496,4;;
2015-09-17;61 295,6;;
2015-09-18;56 096,0;;
2015-09-19;43 859,1;;
2015-09-20;35 833,4;;
2015-09-21;52 896,2;;
2015-09-22;54 061,3;;
2015-09-23;52 597,0;;
2015-09-24;50 929,6;;
2015-09-25;51 164,7;;
2015-09-26;41 497,1;;
2015-09-27;35 526,7;;
2015-09-28;50 996,4;;
2015-09-29;50 995,1;;
2015-09-30;51 996,0;;
2015-10-01;51 996,0;;
2015-10-02;52 596,8;;
2015-10-03;44 195,6;;
2015-10-04;37 796,1;;
2015-10-05;54 196,0;;
2015-10-06;53 795,7;;
2015-10-07;54 376,4;;
2015-10-08;52 696,7;;
2015-10-09;49 615,8;;
2015-10-10;42 579,5;;
2015-10-11;34 196,7;;
2015-10-12;55 397,3;;
2015-10-13;55 597,1;;
2015-10-14;53 895,7;;
2015-10-15;52 358,7;;
2015-10-16;52 036,7;;
2015-10-17;41 597,0;;
2015-10-18;33 497,3;;
2015-10-19;49 197,3;;
2015-10-20;46 797,0;;
2015-10-21;46 595,4;;
2015-10-22;45 960,0;;
2015-10-23;45 031,1;;
2015-10-24;36 200,9;;
2015-10-25;27 896,0;;
2015-10-26;34 698,7;;
2015-10-27;51 297,0;;
2015-10-28;53 195,7;;
2015-10-29;53 377,0;;
2015-10-30;51 386,6;;
2015-10-31;41 196,1;;
2015-11-01;31 996,4;;
2015-11-02;53 909,3;;
2015-11-03;52 897,0;;
2015-11-04;56 381,7;;
2015-11-05;53 995,6;;
2015-11-06;53 413,4;;
2015-11-07;44 578,6;;
2015-11-08;37 595,6;;
2015-11-09;54 896,8;;
2015-11-10;56 296,0;;
2015-11-11;56 196,0;;
2015-11-12;53 819,3;;
2015-11-13;52 496,7;;
2015-11-14;42 997,0;;
2015-11-15;36 197,0;;
2015-11-16;54 669,7;;
2015-11-17;55 524,7;;
2015-11-18;56 467,7;;
2015-11-19;55 296,0;;
2015-11-20;53 496,4;;
2015-11-21;44 795,6;;
2015-11-22;39 695,6;;
2015-11-23;58 530,4;;
2015-11-24;58 597,5;;
2015-11-25;60 360,6;;
2015-11-26;58 733,3;;
2015-11-27;57 497,0;;
2015-11-28;45 897,3;;
2015-11-29;36 897,0;;
2015-11-30;50 055,3;;
2015-12-01;50 438,0;;
2015-12-02;50 796,7;;
2015-12-03;51 897,3;;
2015-12-04;52 451,6;;
2015-12-05;41 142,4;;
2015-12-06;34 597,0;;
2015-12-07;58 249,0;;
2015-12-08;49 696,0;;
2015-12-09;59 446,0;;
2015-12-10;56 796,7;;
2015-12-11;60 644,9;;
2015-12-12;44 049,4;;
2015-12-13;33 742,4;;
2015-12-14;57 151,7;;
2015-12-15;59 597,0;;
2015-12-16;59 340,0;;
2015-12-17;58 554,0;;
2015-12-18;58 897,0;;
2015-12-19;46 797,0;;
2015-12-20;35 796,7;;
2015-12-21;56 997,3;;
2015-12-22;29 287,3;;
2015-12-23;57 000,0;;
2015-12-24;36 000,0;;
2015-12-25;36 000,0;;
2015-12-26;46 000,0;;
2015-12-27;36 000,0;;
2015-12-28;57 000,0;;
2015-12-29;57 000,0;;
2015-12-30;57 000,0;;
2015-12-31;36 000,0;;
2016-01-01;36 000,0;;
2016-01-02;46 000,0;;
2016-01-03;36 000,0;;
2016-01-04;57 000,0;;
2016-01-05;57 000,0;;
2016-01-06;57 000,0;;
2016-01-07;57 000,0;;
2016-01-08;57 000,0;;
2016-01-09;46 000,0;;
2016-01-10;36 000,0;;
2016-01-11;34 930,0;;
2016-01-12;54 921,8;;
2016-01-13;56 569,7;;
2016-01-14;56 596,4;;
2016-01-15;57 525,2;;
2016-01-16;49 266,6;;
2016-01-17;43 964,4;;
2016-01-18;63 627,3;;
2016-01-19;61 996,0;;
2016-01-20;61 030,6;;
2016-01-21;61 461,5;;
2016-01-22;60 996,0;;
2016-01-23;50 333,3;;
2016-01-24;43 358,2;;
2016-01-25;55 735,8;;
2016-01-26;51 456,7;;
2016-01-27;53 737,3;;
2016-01-28;50 654,5;;
2016-01-29;50 538,9;;
2016-01-30;43 997,0;;
2016-01-31;31 997,0;;
2016-02-01;47 596,8;;
2016-02-02;47 896,8;;
2016-02-03;50 448,8;;
2016-02-04;51 396,0;;
2016-02-05;50 346,6;;
2016-02-06;39 296,7;;
2016-02-07;23 815,7;;
2016-02-08;43 596,7;;
2016-02-09;44 997,0;;
2016-02-10;47 997,3;;
2016-02-11;51 212,8;;
2016-02-12;52 281,0;;
2016-02-13;42 711,1;;
2016-02-14;32 082,9;;
2016-02-15;47 197,0;;
2016-02-16;51 296,7;;
2016-02-17;53 507,0;;
2016-02-18;52 796,4;;
2016-02-19;51 696,0;;
2016-02-20;40 688,6;;
2016-02-21;36 497,0;;
2016-02-22;48 897,0;;
2016-02-23;47 401,0;;
2016-02-24;51 792,7;;
2016-02-25;53 099,3;;
2016-02-26;52 595,0;;
2016-02-27;42 697,0;;
2016-02-28;40 696,4;;
2016-02-29;50 997,2;;
2016-03-01;53 297,3;;
2016-03-02;52 897,0;;
2016-03-03;51 397,0;;
